ID_PRC;ID_LOGRADOURO;TIPO_LOGRADOURO;NOME_LOGRADOURO;GEOMETRIA
1265;307666;PRACA;DOIS MIL SEISCENTOS E SETENTA E UM;POLYGON ((614911.87 7801901.88, 614919.61 7801899.86, 614928.47 7801899.08, 614938.91 7801899.64, 614941.85 7801900.34, 614925.11 7801932.51, 614922.86 7801935.20, 614921.18 7801935.88, 614911.87 7801901.88))
3827;311171;PRACA;TRES MIL QUATROCENTOS E CINQUENTA E DOIS;MULTIPOLYGON (((611622.05 7803690.09, 611604.95 7803735.20, 611595.73 7803749.96, 611574.87 7803802.47, 611568.62 7803823.27, 611566.01 7803834.21, 611562.53 7803837.33, 611557.00 7803830.51, 611552.01 7803820.66, 611549.26 7803810.92, 611545.61 7803799.16, 611543.60 7803794.14, 611539.90 7803785.91, 611537.17 7803780.93, 611532.81 7803774.99, 611529.26 7803767.23, 611528.27 7803763.92, 611527.52 7803760.10, 611528.57 7803753.64, 611530.37 7803749.73, 611533.26 7803745.74, 611537.85 7803742.31, 611547.58 7803739.76, 611560.38 7803738.55, 611575.15 7803734.01, 611585.71 7803728.88, 611602.52 7803712.61, 611622.05 7803690.09)), ((611663.55 7803823.82, 611661.38 7803829.50, 611652.71 7803834.58, 611614.18 7803846.05, 611598.38 7803849.86, 611596.53 7803849.55, 611600.63 7803837.37, 611610.36 7803820.18, 611632.88 7803760.43, 611634.43 7803751.84, 611650.53 7803704.20, 611649.44 7803715.86, 611647.54 7803739.73, 611647.82 7803762.52, 611661.81 7803818.21, 611663.55 7803823.82)), ((611542.50 7803832.35, 611543.25 7803841.97, 611538.83 7803843.52, 611534.97 7803845.13, 611522.30 7803835.19, 611504.44 7803835.03, 611505.11 7803832.86, 611507.29 7803832.91, 611509.00 7803832.60, 611510.91 7803831.67, 611536.99 7803815.37, 611538.39 7803814.75, 611539.27 7803814.80, 611539.74 7803815.74, 611539.68 7803817.19, 611539.53 7803819.10, 611542.50 7803832.35)))
1275;308105;PRACA;ANTONIO LUZIA MAGALHAES;POLYGON ((611112.20 7793418.36, 611109.99 7793417.99, 611090.06 7793386.97, 611087.44 7793384.66, 611091.88 7793383.48, 611104.49 7793380.09, 611113.86 7793415.06, 611113.76 7793417.07, 611112.20 7793418.36))
3060;311345;BECO;DA MINA;POLYGON ((604811.22 7793509.23, 604814.83 7793513.43, 604814.27 7793520.39, 604799.66 7793522.64, 604803.89 7793515.74, 604810.02 7793510.43, 604811.22 7793509.23))
3067;312091;PRACA;QUATRO MIL TREZENTOS E QUARENTA E UM;POLYGON ((614537.35 7806472.75, 614530.81 7806468.68, 614521.70 7806450.67, 614517.38 7806442.37, 614509.66 7806419.24, 614505.43 7806394.19, 614509.75 7806393.44, 614520.75 7806405.11, 614524.27 7806411.86, 614530.90 7806422.13, 614536.29 7806430.03, 614546.52 7806443.60, 614553.31 7806449.45, 614537.35 7806472.75))
3187;312178;PRACA;QUATRO MIL QUATROCENTOS E DEZESSETE;POLYGON ((610918.31 7808740.63, 610922.16 7808742.09, 610929.02 7808745.72, 610933.59 7808749.36, 610940.03 7808754.97, 610942.93 7808760.26, 610948.85 7808769.92, 610942.10 7808770.54, 610929.95 7808770.54, 610925.18 7808766.80, 610922.47 7808762.13, 610919.98 7808751.44, 610918.31 7808740.63))
3249;312345;PRACA;AMADOR FRANCISCO DE SALES;POLYGON ((613641.42 7801996.25, 613653.82 7801978.83, 613655.96 7801979.79, 613673.31 7802004.92, 613641.42 7801996.25))
1778;309605;PRACA;MARIA NORBERTA SOARES;POLYGON ((613311.06 7801678.03, 613264.00 7801721.94, 613269.38 7801698.46, 613301.28 7801667.73, 613311.06 7801678.03))
2580;304987;PRACA;DOIS MIL CENTO E VINTE TRES;POLYGON ((605496.34 7799059.27, 605496.04 7799058.54, 605495.81 7799057.77, 605495.59 7799056.20, 605495.68 7799054.62, 605496.08 7799053.08, 605496.79 7799051.66, 605497.76 7799050.40, 605498.96 7799049.36, 605500.34 7799048.58, 605501.86 7799048.09, 605503.44 7799047.91, 605505.02 7799048.05, 605506.54 7799048.50, 605507.95 7799049.25, 605509.17 7799050.26, 605510.17 7799051.49, 605510.91 7799052.90, 605511.36 7799054.42, 605511.49 7799055.87, 605511.33 7799057.45, 605510.86 7799058.97, 605510.10 7799060.36, 605509.08 7799061.58, 605507.83 7799062.57, 605506.41 7799063.29, 605504.89 7799063.71, 605503.30 7799063.82, 605501.73 7799063.62, 605500.96 7799063.40, 605500.22 7799063.11, 605499.52 7799062.74, 605498.85 7799062.30, 605498.23 7799061.80, 605497.66 7799061.25, 605497.16 7799060.63, 605496.72 7799059.97, 605496.34 7799059.27))
3026;311943;PRACA;QUATRO MIL DUZENTOS E NOVENTA E QUATRO;POLYGON ((612438.96 7807110.99, 612431.37 7807100.86, 612429.76 7807102.05, 612422.77 7807093.32, 612438.12 7807077.90, 612454.84 7807093.35, 612438.96 7807110.99))
1225;306306;PRACA;DOS ESPORTES;POLYGON ((606170.86 7796645.27, 606168.62 7796646.24, 606140.93 7796609.02, 606104.38 7796557.30, 606087.34 7796532.22, 606084.71 7796528.43, 606068.49 7796505.95, 606069.02 7796503.82, 606088.60 7796518.12, 606091.59 7796519.81, 606107.57 7796529.09, 606116.48 7796534.12, 606124.43 7796537.99, 606138.72 7796544.01, 606152.57 7796548.95, 606162.35 7796551.80, 606170.19 7796553.67, 606181.07 7796555.76, 606188.12 7796556.94, 606195.43 7796557.86, 606200.86 7796558.59, 606202.51 7796565.69, 606201.55 7796567.72, 606196.13 7796573.10, 606187.42 7796583.55, 606182.76 7796591.31, 606179.59 7796597.32, 606178.59 7796599.22, 606174.96 7796608.89, 606172.75 7796618.31, 606171.29 7796626.21, 606170.48 7796637.31, 606170.86 7796645.27))
637;1120;PRACA;IRMAO SULPICIO;POLYGON ((605367.06 7806425.19, 605339.82 7806454.08, 605338.51 7806453.71, 605353.47 7806388.22, 605355.88 7806377.47, 605356.94 7806370.93, 605357.29 7806370.83, 605357.62 7806370.97, 605357.80 7806371.30, 605367.58 7806423.59, 605367.53 7806424.17, 605367.40 7806424.62, 605367.06 7806425.19))
639;303086;PRACA;TEREZA DE SOUZA MOL;POLYGON ((607007.98 7806797.75, 607008.30 7806796.96, 607008.81 7806796.23, 607062.40 7806796.73, 607063.99 7806797.65, 607063.89 7806798.72, 607055.30 7806801.21, 607042.48 7806805.13, 607026.71 7806811.17, 607016.70 7806815.88, 607011.12 7806819.20, 607007.79 7806821.19, 607007.98 7806797.75))
640;130163;PRACA;DA SERESTA;POLYGON ((607454.11 7806764.32, 607446.79 7806818.75, 607441.86 7806851.27, 607440.56 7806852.47, 607439.46 7806852.56, 607437.70 7806852.19, 607436.31 7806850.71, 607432.11 7806845.32, 607423.68 7806832.08, 607416.39 7806822.39, 607407.35 7806812.61, 607393.60 7806800.62, 607385.75 7806795.71, 607385.30 7806794.25, 607385.21 7806792.78, 607388.44 7806783.74, 607392.68 7806773.22, 607397.79 7806763.86, 607404.21 7806758.55, 607410.49 7806755.69, 607418.69 7806753.02, 607426.82 7806752.83, 607436.13 7806753.29, 607451.91 7806757.81, 607453.38 7806759.01, 607454.22 7806760.40, 607454.11 7806764.32))
642;64149;PRACA;DA SAUDADE;POLYGON ((608316.14 7806375.98, 608318.60 7806380.33, 608320.02 7806386.09, 608320.59 7806391.86, 608320.40 7806396.40, 608319.36 7806400.85, 608318.22 7806405.95, 608315.90 7806410.81, 608312.01 7806414.90, 608307.42 7806418.34, 608302.28 7806421.04, 608296.72 7806422.89, 608290.89 7806423.88, 608284.96 7806423.95, 608279.10 7806423.12, 608273.48 7806421.40, 608268.25 7806418.83, 608263.56 7806415.52, 608259.53 7806411.52, 608255.40 7806404.26, 608316.14 7806375.98))
741;302635;PRACA;CARLITO FARIA;POLYGON ((611004.58 7793513.62, 611003.26 7793512.64, 611002.12 7793509.75, 611002.84 7793506.98, 611005.42 7793505.45, 611006.59 7793504.79, 611008.75 7793504.88, 611010.54 7793506.43, 611012.10 7793509.70, 611011.40 7793511.53, 611010.44 7793512.86, 611009.21 7793513.57, 611006.45 7793514.09, 611004.58 7793513.62))
742;37434;PRACA;DOUTOR JOAO ALBINO DE ALMEIDA;POLYGON ((611375.31 7793398.19, 611376.73 7793393.53, 611380.42 7793387.50, 611386.25 7793382.45, 611390.13 7793380.31, 611395.25 7793378.43, 611399.34 7793378.11, 611403.15 7793377.92, 611407.30 7793378.63, 611409.62 7793379.76, 611414.87 7793382.19, 611417.72 7793384.20, 611418.57 7793386.40, 611375.31 7793398.19))
743;128568;PRACA;ABDO ARGES KALIL;POLYGON ((611947.14 7793533.75, 611942.93 7793544.12, 611941.08 7793542.36, 611939.92 7793539.83, 611940.99 7793537.45, 611942.46 7793534.41, 611943.10 7793533.75, 611945.26 7793532.57, 611947.66 7793532.51, 611947.14 7793533.75))
744;129721;PRACA;VENANCIO MACHADO;POLYGON ((611052.80 7793766.03, 611069.51 7793746.48, 611075.24 7793778.92, 611052.80 7793766.03))
745;302861;PRACA;SANTO INACIO;POLYGON ((613552.29 7802880.31, 613553.57 7802866.35, 613574.21 7802870.56, 613575.86 7802871.08, 613588.14 7802873.95, 613595.19 7802876.43, 613594.45 7802881.53, 613587.10 7802881.98, 613581.32 7802881.98, 613552.29 7802880.31))
746;304564;PRACA;AURELIANO CHAVES;POLYGON ((610959.33 7791883.23, 610956.52 7791895.51, 610882.29 7791864.34, 610959.33 7791883.23))
2441;69130;PRACA;DOUTOR LUCAS MACHADO;MULTIPOLYGON (((612495.75 7796349.73, 612483.33 7796361.39, 612473.55 7796363.89, 612459.33 7796361.39, 612470.43 7796341.61, 612473.00 7796340.17, 612475.57 7796339.96, 612495.75 7796349.73)), ((612511.71 7796308.84, 612508.24 7796324.28, 612489.16 7796313.80, 612487.84 7796312.34, 612488.05 7796310.89, 612499.50 7796291.46, 612510.60 7796303.46, 612511.71 7796308.84)), ((612473.49 7796277.43, 612463.49 7796294.77, 612462.31 7796296.37, 612460.65 7796297.27, 612458.64 7796296.99, 612455.79 7796295.53, 612441.16 7796285.55, 612453.99 7796276.88, 612458.29 7796276.32, 612473.49 7796277.43)), ((612446.91 7796324.45, 612440.08 7796336.91, 612439.32 7796337.42, 612438.69 7796336.70, 612432.31 7796314.70, 612432.59 7796313.83, 612433.68 7796313.91, 612446.05 7796321.36, 612446.84 7796322.83, 612446.91 7796324.45)))
748;304752;PRACA;PRESIDENTE TANCREDO NEVES;POLYGON ((604831.78 7802544.77, 604839.49 7802562.00, 604805.01 7802576.64, 604803.87 7802575.62, 604803.99 7802555.76, 604831.78 7802544.77))
749;36201;PRACA;ITUETA;POLYGON ((604913.32 7793181.64, 604910.73 7793182.24, 604907.94 7793181.74, 604905.55 7793179.55, 604903.85 7793177.16, 604900.78 7793170.57, 604898.33 7793164.23, 604898.33 7793157.10, 604900.33 7793151.42, 604903.45 7793147.96, 604906.79 7793146.07, 604909.93 7793145.79, 604913.62 7793146.49, 604915.71 7793148.68, 604917.48 7793151.53, 604918.04 7793156.10, 604917.28 7793177.31, 604915.51 7793180.25, 604913.32 7793181.64))
750;306052;PRACA;FREI HILDEBERTO;POLYGON ((604671.53 7799833.51, 604671.48 7799831.67, 604671.93 7799830.22, 604672.37 7799829.33, 604673.22 7799827.59, 604674.62 7799825.80, 604675.96 7799824.45, 604677.45 7799823.91, 604678.50 7799823.51, 604680.20 7799822.71, 604681.69 7799822.11, 604683.43 7799821.22, 604684.33 7799820.77, 604686.67 7799819.97, 604685.82 7799822.46, 604684.38 7799826.94, 604683.48 7799830.77, 604681.14 7799840.58, 604679.50 7799851.34, 604679.75 7799864.89, 604671.53 7799833.51))
753;117246;PRACA;JOSE BORGES;POLYGON ((608317.70 7810985.71, 608315.85 7810986.66, 608314.72 7810986.84, 608312.81 7810986.94, 608311.12 7810986.55, 608309.55 7810985.69, 608308.54 7810984.46, 608308.01 7810983.07, 608307.80 7810980.83, 608307.78 7810980.08, 608307.91 7810978.46, 608308.27 7810977.26, 608309.06 7810975.60, 608309.77 7810974.88, 608311.62 7810973.64, 608313.41 7810973.29, 608314.46 7810973.30, 608316.23 7810973.51, 608318.08 7810974.38, 608319.28 7810975.15, 608320.46 7810976.04, 608321.41 7810977.07, 608321.52 7810977.29, 608321.95 7810979.57, 608321.56 7810981.16, 608321.00 7810981.86, 608320.02 7810983.28, 608318.95 7810984.51, 608317.70 7810985.71))
2466;108869;PRACA;CONFRADE CELIO SILVA;MULTIPOLYGON (((601027.94 7788068.69, 601025.71 7788096.87, 601024.18 7788099.37, 601020.65 7788100.20, 600994.40 7788102.29, 600994.40 7788097.01, 600997.53 7788088.96, 601005.30 7788077.50, 601013.77 7788072.09, 601027.94 7788068.69)), ((601069.92 7788101.99, 601061.13 7788100.99, 601048.50 7788100.13, 601037.77 7788099.80, 601035.58 7788097.73, 601038.62 7788067.79, 601042.09 7788068.55, 601047.51 7788070.77, 601060.22 7788082.50, 601066.19 7788093.19, 601069.52 7788099.79, 601069.92 7788101.99)), ((601068.33 7788114.07, 601060.55 7788130.80, 601050.34 7788138.85, 601033.82 7788139.55, 601035.70 7788115.67, 601036.74 7788113.38, 601039.86 7788112.96, 601068.33 7788114.07)), ((601024.42 7788115.98, 601021.22 7788144.17, 601012.68 7788140.56, 601005.11 7788134.38, 601000.18 7788128.54, 600995.95 7788120.29, 600995.39 7788116.12, 601020.32 7788113.55, 601023.02 7788113.69, 601024.42 7788115.98)))
2538;303942;PRACA;JORNALISTA CICI SANTOS;POLYGON ((605285.67 7801823.56, 605284.90 7801822.85, 605284.18 7801821.90, 605283.66 7801820.33, 605283.69 7801818.67, 605284.39 7801817.15, 605285.55 7801815.94, 605287.04 7801815.18, 605288.69 7801814.94, 605290.33 7801815.26, 605291.85 7801816.40, 605292.86 7801817.99, 605293.24 7801819.85, 605292.95 7801821.71, 605292.01 7801823.36, 605290.59 7801824.19, 605289.04 7801824.53, 605288.19 7801824.52, 605287.75 7801824.41, 605286.85 7801824.17, 605285.67 7801823.56))
3028;311946;PRACA;QUATRO MIL DUZENTOS E NOVENTA E SEIS;POLYGON ((606573.02 7811922.56, 606612.77 7811942.18, 606598.50 7811971.28, 606569.23 7811926.87, 606569.57 7811924.63, 606573.02 7811922.56))
3025;311940;PRACA;QUATRO MIL DUZENTOS E NOVENTA E TRES;POLYGON ((611844.57 7804433.08, 611848.23 7804421.50, 611867.12 7804434.01, 611844.57 7804433.08))
2198;304685;PRACA;FERNANDO BRANT;POLYGON ((606477.22 7803085.26, 606476.48 7803085.08, 606476.11 7803084.85, 606475.62 7803084.37, 606461.77 7803059.33, 606461.61 7803058.89, 606461.55 7803058.32, 606461.58 7803057.78, 606461.77 7803057.47, 606462.06 7803057.34, 606462.61 7803057.30, 606484.09 7803061.95, 606484.45 7803062.19, 606484.66 7803062.49, 606484.81 7803062.81, 606484.96 7803063.19, 606485.03 7803063.85, 606478.73 7803084.07, 606478.48 7803084.55, 606478.22 7803084.80, 606477.22 7803085.26))
3029;311949;PRACA;NOSSA SENHORA MAE DOS HOMENS;POLYGON ((615221.08 7800535.07, 615206.18 7800515.00, 615224.74 7800518.44, 615221.08 7800535.07))
3250;74644;PRACA;SANTA MARCELINA;MULTIPOLYGON (((608640.44 7804511.54, 608636.92 7804517.36, 608629.17 7804528.25, 608628.08 7804529.51, 608627.50 7804529.69, 608626.86 7804529.19, 608625.60 7804519.51, 608622.80 7804512.21, 608617.63 7804503.25, 608640.44 7804511.54)), ((608710.69 7804516.98, 608693.95 7804511.37, 608701.61 7804499.76, 608702.64 7804499.60, 608703.51 7804504.19, 608705.40 7804508.29, 608710.69 7804516.98)), ((608659.48 7804484.32, 608652.22 7804495.66, 608638.88 7804490.64, 608637.83 7804489.52, 608638.56 7804489.10, 608648.31 7804487.28, 608653.05 7804486.14, 608657.71 7804484.32, 608659.48 7804484.32)), ((608695.92 7804530.63, 608694.58 7804531.42, 608679.58 7804534.26, 608678.71 7804533.95, 608684.08 7804526.45, 608695.92 7804530.63)), ((608667.20 7804511.89, 608667.19 7804511.90, 608667.19 7804511.91, 608667.19 7804511.92, 608667.19 7804511.93, 608667.19 7804511.94, 608667.19 7804511.95, 608667.19 7804511.96, 608667.18 7804511.97, 608667.18 7804511.98, 608667.18 7804511.99, 608667.16 7804512.00, 608667.15 7804512.00, 608667.15 7804512.01, 608667.14 7804512.02, 608667.14 7804512.02, 608667.12 7804512.03, 608667.11 7804512.04, 608667.10 7804512.04, 608667.10 7804512.05, 608667.07 7804512.05, 608667.06 7804512.05, 608667.05 7804512.05, 608667.05 7804512.05, 608667.04 7804512.05, 608667.02 7804512.05, 608667.01 7804512.05, 608667.00 7804512.05, 608667.00 7804512.05, 608666.98 7804512.04, 608666.97 7804512.04, 608666.96 7804512.03, 608666.96 7804512.03, 608666.95 7804512.02, 608666.93 7804512.01, 608666.92 7804512.00, 608666.91 7804511.99, 608666.91 7804511.98, 608666.91 7804511.98, 608666.91 7804511.97, 608666.90 7804511.96, 608666.90 7804511.95, 608666.90 7804511.94, 608666.90 7804511.93, 608666.90 7804511.92, 608666.90 7804511.91, 608666.90 7804511.90, 608666.90 7804511.89, 608666.90 7804511.88, 608666.90 7804511.87, 608666.90 7804511.86, 608666.90 7804511.85, 608666.90 7804511.84, 608666.90 7804511.83, 608666.91 7804511.82, 608666.91 7804511.81, 608666.91 7804511.81, 608666.91 7804511.80, 608666.92 7804511.79, 608666.93 7804511.78, 608666.95 7804511.77, 608666.96 7804511.76, 608666.96 7804511.76, 608666.97 7804511.75, 608666.98 7804511.75, 608667.00 7804511.74, 608667.00 7804511.74, 608667.01 7804511.74, 608667.02 7804511.74, 608667.04 7804511.74, 608667.05 7804511.74, 608667.05 7804511.74, 608667.06 7804511.74, 608667.07 7804511.74, 608667.10 7804511.74, 608667.10 7804511.75, 608667.11 7804511.75, 608667.12 7804511.76, 608667.14 7804511.77, 608667.14 7804511.77, 608667.15 7804511.78, 608667.15 7804511.79, 608667.16 7804511.79, 608667.18 7804511.80, 608667.18 7804511.81, 608667.18 7804511.82, 608667.19 7804511.83, 608667.19 7804511.84, 608667.19 7804511.85, 608667.19 7804511.86, 608667.19 7804511.87, 608667.19 7804511.88, 608667.19 7804511.89, 608667.20 7804511.89)))
1224;306193;PRACA;CENTRO ESPORTIVO DO ORIENTE;POLYGON ((604973.08 7792654.18, 604960.60 7792643.19, 604964.35 7792635.58, 604966.28 7792629.82, 604966.69 7792628.30, 604981.25 7792577.94, 604983.89 7792572.30, 604985.24 7792568.41, 604986.16 7792567.43, 604988.13 7792564.07, 604989.77 7792559.86, 605000.87 7792549.89, 605002.09 7792549.22, 605005.01 7792548.08, 605013.58 7792545.26, 605015.72 7792543.61, 605015.76 7792541.01, 605048.31 7792546.68, 605062.82 7792557.38, 605087.40 7792591.45, 605078.65 7792614.37, 605072.64 7792635.59, 605070.10 7792649.60, 605072.76 7792653.39, 605075.98 7792657.23, 605086.88 7792669.65, 605094.09 7792678.41, 605097.54 7792680.88, 605102.58 7792718.66, 605105.46 7792742.60, 605069.23 7792725.04, 605045.13 7792712.56, 604973.40 7792674.51, 604976.45 7792663.83, 604973.08 7792654.18))
1417;306568;PRACA;ARENA DE SKATE;POLYGON ((614412.44 7795557.86, 614411.68 7795535.34, 614413.09 7795526.71, 614415.37 7795521.06, 614418.90 7795514.83, 614427.19 7795502.09, 614427.47 7795506.20, 614431.86 7795510.08, 614434.90 7795511.09, 614450.03 7795513.24, 614442.33 7795519.37, 614435.74 7795524.58, 614427.74 7795532.59, 614423.43 7795537.93, 614422.01 7795539.59, 614412.44 7795557.86))
3018;311931;PRACA;QUATRO MIL DUZENTOS E OITENTA E SETE;POLYGON ((610945.70 7801158.78, 610944.70 7801141.86, 610956.45 7801134.69, 610968.95 7801139.25, 610969.51 7801153.17, 610953.46 7801151.78, 610952.30 7801152.16, 610950.19 7801153.11, 610947.78 7801155.21, 610946.78 7801156.82, 610945.70 7801158.78))
3020;311932;PRACA;QUATRO MIL DUZENTOS E OITENTA E OITO;POLYGON ((614918.59 7806263.21, 614887.45 7806276.21, 614886.95 7806275.80, 614899.30 7806240.87, 614903.18 7806235.33, 614908.86 7806232.23, 614924.93 7806236.82, 614918.59 7806263.21))
3023;311934;PRACA;QUATRO MIL DUZENTOS E OITENTA E NOVE;POLYGON ((611953.38 7800296.21, 611959.88 7800273.76, 611989.37 7800281.26, 611982.63 7800304.63, 611953.38 7800296.21))
2274;304609;PRACA;BENJAMIM GUIMARAES;POLYGON ((600726.71 7787318.28, 600726.49 7787317.61, 600746.23 7787301.08, 600769.67 7787327.02, 600769.33 7787327.30, 600760.59 7787323.67, 600752.94 7787321.11, 600740.30 7787319.24, 600738.26 7787318.94, 600726.71 7787318.28))
2275;304608;PRACA;NOSSA SENHORA APARECIDA;POLYGON ((600544.65 7786979.89, 600544.02 7786979.06, 600549.72 7786936.66, 600611.95 7786943.59, 600597.21 7786947.19, 600594.37 7786948.38, 600581.36 7786953.39, 600567.60 7786960.21, 600560.08 7786966.22, 600551.43 7786973.69, 600546.06 7786979.60, 600544.65 7786979.89))
3208;75082;PRACA;ISMAEL DE OLIVEIRA FABREGAS;POLYGON ((611819.80 7800518.01, 611819.49 7800522.00, 611817.96 7800525.61, 611813.68 7800527.22, 611808.15 7800525.53, 611740.59 7800502.23, 611715.80 7800494.14, 611708.43 7800422.28, 611771.13 7800384.98, 611805.67 7800364.11, 611811.56 7800366.16, 611810.94 7800369.04, 611794.49 7800390.75, 611789.34 7800404.91, 611787.91 7800421.35, 611793.68 7800440.09, 611797.41 7800451.80, 611819.80 7800518.01))
3887;313203;PRACA;QUATRO MIL SETECENTOS E OITENTA;POLYGON ((605872.01 7788950.06, 605868.53 7788948.52, 605860.14 7788946.41, 605855.39 7788945.47, 605853.73 7788945.18, 605858.41 7788934.30, 605872.01 7788950.06))
1898;310887;PRACA;PROFESSORA STAEL ANDRADE;MULTIPOLYGON (((599672.35 7791157.85, 599672.35 7791158.27, 599672.02 7791158.75, 599671.82 7791158.91, 599660.79 7791160.66, 599650.21 7791162.80, 599649.46 7791162.99, 599648.66 7791162.97, 599648.28 7791162.81, 599647.92 7791162.60, 599647.64 7791162.31, 599647.43 7791161.94, 599647.25 7791161.53, 599647.19 7791161.19, 599647.20 7791160.80, 599647.37 7791160.25, 599647.77 7791159.62, 599648.25 7791159.01, 599648.85 7791158.36, 599649.33 7791157.73, 599649.93 7791157.16, 599650.50 7791156.58, 599651.10 7791156.00, 599651.95 7791155.27, 599652.33 7791154.98, 599653.11 7791154.51, 599659.19 7791152.10, 599669.97 7791147.40, 599669.93 7791148.36, 599669.90 7791149.23, 599669.88 7791150.01, 599669.99 7791150.79, 599670.09 7791151.62, 599670.28 7791152.43, 599670.59 7791153.28, 599670.82 7791154.04, 599671.10 7791154.78, 599671.40 7791155.59, 599671.71 7791156.33, 599672.02 7791157.03, 599672.23 7791157.38, 599672.35 7791157.85)), ((599689.86 7791142.93, 599689.82 7791144.08, 599688.84 7791150.59, 599688.67 7791151.41, 599688.50 7791152.01, 599688.06 7791152.89, 599687.55 7791153.56, 599686.82 7791154.01, 599686.29 7791154.30, 599685.55 7791154.63, 599684.53 7791154.92, 599684.10 7791154.87, 599683.11 7791154.72, 599682.13 7791154.49, 599681.66 7791154.08, 599681.25 7791153.65, 599680.92 7791153.15, 599680.62 7791152.37, 599680.32 7791151.62, 599680.16 7791150.77, 599680.15 7791149.95, 599680.30 7791149.13, 599680.50 7791148.37, 599681.40 7791145.98, 599681.42 7791146.00, 599682.26 7791144.59, 599683.23 7791143.30, 599684.32 7791142.07, 599685.41 7791140.98, 599685.76 7791140.51, 599686.08 7791140.31, 599686.50 7791140.12, 599686.88 7791140.07, 599687.33 7791140.04, 599687.76 7791140.07, 599688.19 7791140.16, 599688.56 7791140.31, 599688.95 7791140.52, 599689.24 7791140.87, 599689.48 7791141.14, 599689.68 7791141.53, 599689.86 7791142.35, 599689.86 7791142.93)))
1818;310967;PRACA;DA SOLIDARIEDADE;POLYGON ((610670.66 7804921.50, 610670.30 7804921.69, 610669.72 7804921.87, 610641.05 7804915.18, 610640.83 7804914.94, 610640.74 7804914.77, 610640.66 7804914.49, 610640.63 7804914.28, 610640.66 7804913.91, 610641.24 7804913.73, 610671.47 7804906.02, 610672.11 7804906.13, 610672.53 7804906.35, 610672.85 7804906.64, 610673.08 7804907.09, 610671.78 7804920.02, 610671.59 7804920.51, 610671.32 7804920.91, 610671.00 7804921.23, 610670.66 7804921.50))
1938;311240;PRACA;DA COMUNIDADE;POLYGON ((607348.92 7793844.15, 607348.52 7793844.08, 607348.16 7793843.90, 607347.85 7793843.73, 607344.97 7793839.70, 607342.46 7793836.35, 607339.63 7793832.33, 607338.90 7793831.26, 607364.49 7793817.98, 607361.79 7793822.91, 607358.66 7793828.31, 607348.92 7793844.15))
2238;305002;PRACA;DOUTOR RAUL MACHADO HORTA;POLYGON ((613542.25 7793458.05, 613545.92 7793458.69, 613552.73 7793482.70, 613538.84 7793485.66, 613528.15 7793478.72, 613542.25 7793458.05))
2420;38960;PRACA;JOSE MIGUEL ARGES;MULTIPOLYGON (((609737.68 7796362.56, 609723.65 7796365.87, 609718.49 7796357.98, 609721.89 7796347.54, 609725.11 7796345.79, 609728.23 7796346.08, 609734.95 7796351.44, 609735.54 7796356.32, 609737.68 7796362.56)), ((609718.49 7796291.26, 609715.17 7796299.15, 609709.13 7796300.52, 609701.33 7796294.57, 609700.94 7796285.51, 609716.24 7796282.20, 609718.49 7796291.26)), ((609761.37 7796317.48, 609754.06 7796319.04, 609748.89 7796322.94, 609744.02 7796320.89, 609742.07 7796314.07, 609745.00 7796307.34, 609750.84 7796306.85, 609757.66 7796304.42, 609761.37 7796317.48)), ((609691.05 7796335.27, 609689.35 7796337.03, 609686.08 7796338.34, 609684.47 7796337.07, 609675.84 7796340.58, 609673.41 7796329.27, 609682.52 7796327.18, 609683.99 7796325.04, 609686.18 7796324.65, 609688.71 7796325.77, 609690.62 7796326.55, 609692.46 7796328.06, 609693.39 7796330.25, 609692.51 7796332.88, 609691.05 7796335.27)))
3227;312316;PRACA;QUATRO MIL QUINHENTOS E QUARENTA E NOVE;POLYGON ((604785.50 7793964.14, 604796.81 7793956.97, 604797.11 7793959.51, 604792.47 7793970.77, 604791.36 7793971.51, 604790.43 7793971.51, 604789.01 7793970.96, 604785.50 7793964.14))
4413;313809;PRACA;QUATRO MIL NOVECENTOS E SETENTA E NOVE;POLYGON ((611580.99 7802890.40, 611580.76 7802890.52, 611580.66 7802890.53, 611579.99 7802890.40, 611579.66 7802890.33, 611579.20 7802889.90, 611573.27 7802880.76, 611590.70 7802884.41, 611580.99 7802890.40))
4414;313808;PRACA;QUATRO MIL NOVECENTOS E SETENTA E OITO;POLYGON ((608128.55 7807309.68, 608112.09 7807309.56, 608133.23 7807286.42, 608142.79 7807294.33, 608143.35 7807309.36, 608130.03 7807309.69, 608128.55 7807309.68))
4415;313806;PRACA;CLARA DE ASSIS;POLYGON ((607884.78 7791456.57, 607863.87 7791438.93, 607866.54 7791432.48, 607879.37 7791429.70, 607884.08 7791418.74, 607888.64 7791417.84, 607892.77 7791436.19, 607893.17 7791437.92, 607885.58 7791457.25, 607884.78 7791456.57))
